text,text_clean,label,register,prompt_id,token_count_original,token_count_clean,total_tokens,count_noun,ratio_noun,count_verb,ratio_verb,count_adj,ratio_adj,count_adv,ratio_adv,count_propn,ratio_propn,count_num,ratio_num,text_domain,domain_token_count,domain_coverage,core_informality,institutions_actors,legal_regulatory,social_protection,labor_conditions,critical_framing
"Decreto 2353 of 2015 created a voluntary affiliation mechanism for informal workers in the health system, but the monthly contribution floor — set at 12.5 percent of minimum wage — places it out of reach for the 40 percent of informal workers earning below that threshold.",decreto create voluntary affiliation mechanism informal worker health system monthly contribution floor set percent minimum wage place reach percent informal worker earn threshold,2,critical_media,C012,46,23,44,14,0.3182,4,0.0909,4,0.0909,0,0.0,1,0.0227,4,0.0909,affiliation informal worker health contribution wage informal worker earn threshold,10,0.4348,2,2,1,3,2,0
"In Medellín's popular communes, the Alcaldía's urban renewal programs have displaced over 200 informal market stalls since 2021 under the Distrito Especial zoning framework, without offering the affected vendors any formal relocation or labor transition pathway.",medellín popular commune alcaldía urban renewal program displace informal market stall distrito especial zone framework offer affected vendor formal relocation labor transition pathway,2,critical_media,C013,36,23,38,11,0.2895,3,0.0789,5,0.1316,0,0.0,4,0.1053,2,0.0526,urban informal market vendor formal labor,6,0.2609,3,0,1,0,2,0
"The ANDI's annual competitiveness report frames Colombia's non-wage labor costs — which fund social protection — as a barrier to formalization, a framing that treats employer contribution obligations as a burden rather than a floor for worker rights.",andi annual competitiveness report frame colombia non wage labor cost fund social protection barrier formalization framing treat employer contribution obligation burden floor worker right,2,critical_media,C014,38,24,39,15,0.3846,3,0.0769,4,0.1026,1,0.0256,2,0.0513,0,0.0,wage labor cost protection formalization employer contribution obligation worker,9,0.375,0,2,2,2,3,0
Cuestión Pública documented in 2022 that eight of the ten largest cleaning and security outsourcing firms operating in Colombian state buildings had active penalties from the UGPP for underreporting contribution bases — yet all held active government contracts.,cuestión pública document large cleaning security outsourcing firm operate colombian state building active penalty ugpp underreporte contribution basis hold active government contract,2,critical_media,C015,38,22,37,11,0.2973,5,0.1351,4,0.1081,0,0.0,3,0.0811,3,0.0811,document contribution government contract,4,0.1818,0,1,1,1,0,1
"The Ministerio de Hacienda's medium-term fiscal framework has reduced the budget allocation for active labor market programs by 18 percent in real terms since 2018, a cut that has fallen disproportionately on programs targeting informal workers in rural municipalities.",ministerio de hacienda medium term fiscal framework reduce budget allocation active labor market program percent real term cut fall disproportionately program target informal worker rural municipality,2,critical_media,C016,39,26,41,13,0.3171,3,0.0732,6,0.1463,1,0.0244,3,0.0732,2,0.0488,labor market informal worker rural municipality,6,0.2308,2,2,0,0,2,0
Colombia's Zona Franca Permanente regime grants participating firms reduced payroll contribution rates without requiring them to demonstrate that the subsidy translates into formal employment creation — a regulatory gap that has persisted through four consecutive DIAN audits.,colombia zona franca permanente regime grant participate firm reduce payroll contribution rate require demonstrate subsidy translate formal employment creation regulatory gap persist consecutive dian audits,2,critical_media,C017,37,25,37,11,0.2973,6,0.1622,3,0.0811,0,0.0,5,0.1351,1,0.027,contribution formal employment regulatory,4,0.16,1,0,2,1,0,0
"La Silla Vacía reported in 2023 that the congressional committee tasked with reviewing the labor reform included seven representatives with declared financial interests in sectors — retail, construction, and domestic services — where informal employment is structurally dominant.",la silla vacía report congressional committee task review labor reform include seven representative declare financial interest sector retail construction domestic service informal employment structurally dominant,2,critical_media,C018,38,25,36,10,0.2778,5,0.1389,5,0.1389,1,0.0278,3,0.0833,2,0.0556,labor reform domestic informal employment,5,0.2,2,0,1,0,2,0
"The Prosperidad Social conditional cash transfer program reaches 3 million households in informal employment, but its design explicitly prohibits recipients from accumulating pension contributions — a restriction that entrenches the informality it claims to alleviate.",prosperidad social conditional cash transfer program reach million household informal employment design explicitly prohibit recipient accumulate pension contribution restriction entrench informality claim alleviate,2,critical_media,C019,35,23,34,11,0.3235,6,0.1765,2,0.0588,1,0.0294,2,0.0588,2,0.0588,cash informal employment pension contribution informality,6,0.2609,3,0,0,2,1,0
"In Buenaventura, where the port generates over 60 percent of Colombia's containerized trade, the dominant stevedoring cooperatives operate under civil contracts that have been challenged in 14 separate tutelas since 2017 — none of which has produced a binding labor reclassification.",buenaventura port generate percent colombia containerized trade dominant stevedoring cooperative operate civil contract challenge separate tutela produce bind labor reclassification,2,critical_media,C020,41,20,41,9,0.2195,5,0.122,5,0.122,0,0.0,2,0.0488,3,0.0732,cooperative contract labor,3,0.15,0,1,1,0,1,0
"The Contraloría General found in its 2022 audit that Ley 1429's payroll tax exemptions for new formal hires cost the national treasury 1.4 trillion pesos between 2011 and 2021, with no measurable net increase in formal employment in the targeted firm-size segment.",contraloría general find audit ley payroll tax exemption new formal hire cost national treasury trillion peso measurable net increase formal employment targeted firm size segment,2,critical_media,C021,42,25,44,10,0.2273,2,0.0455,7,0.1591,0,0.0,5,0.1136,6,0.1364,formal cost formal employment,4,0.16,1,0,2,0,1,0
"Mintransporte's regulatory framework for app-based freight platforms has been in draft since 2021, a delay that leaves an estimated 180,000 platform-dependent truck operators without any defined labor or social protection status.",mintransporte regulatory framework app base freight platform draft delay leave estimate platform dependent truck operator define labor social protection status,2,critical_media,C022,31,20,34,12,0.3529,4,0.1176,3,0.0882,0,0.0,1,0.0294,2,0.0588,regulatory platform leave platform labor protection,6,0.3,0,2,1,2,1,0
"The Cámara de Representantes has voted down three consecutive proposals to extend occupational risk insurance to own-account workers, with ANDI and Fenalco publicly opposing each bill on grounds of contribution cost increases to client firms.",cámara de representantes vote consecutive proposal extend occupational risk insurance account worker andi fenalco publicly oppose bill ground contribution cost increase client firm,2,critical_media,C023,35,23,36,12,0.3333,3,0.0833,3,0.0833,1,0.0278,4,0.1111,1,0.0278,worker contribution cost,3,0.1304,0,1,0,1,1,0
"In Bogotá's Kennedy and Bosa localities, where informality exceeds 72 percent, the Secretaría de Desarrollo Económico's formalization programs have a combined annual budget of 4,200 million pesos — less than the cost of one kilometer of TransMilenio infrastructure.",bogotá kennedy bosa locality informality exceed percent secretaría de desarrollo económico formalization program combine annual budget million peso cost kilometer transmilenio infrastructure,2,critical_media,C024,38,22,39,10,0.2564,3,0.0769,2,0.0513,0,0.0,8,0.2051,4,0.1026,informality formalization cost,3,0.1364,1,0,1,0,1,0
The Ministerio del Trabajo's own evaluations of the formalización empresarial program show that 68 percent of firms that registered under the scheme returned to informality within 24 months — a recidivism rate that the ministry has not publicly acknowledged.,ministerio del trabajo evaluation formalización empresarial program percent firm register scheme return informality month recidivism rate ministry publicly acknowledge,2,critical_media,C025,39,19,39,10,0.2564,4,0.1026,2,0.0513,1,0.0256,4,0.1026,2,0.0513,register informality ministry,3,0.1579,1,1,1,0,0,0
"Domestic workers in Colombia gained formal labor rights under Ley 1788 of 2016, yet DANE data show that social security affiliation among this group has increased by fewer than 8 percentage points in the seven years since the law took effect.",domestic worker colombia gain formal labor right ley dane datum social security affiliation group increase few percentage point seven year law take effect,2,critical_media,C026,41,23,41,12,0.2927,4,0.0976,4,0.0976,0,0.0,3,0.0732,4,0.0976,domestic worker formal labor dane affiliation law,7,0.3043,0,2,2,1,2,0
"The Corte Constitucional's 2021 ruling on platform work established a presumption of employment for app-based delivery workers, but MinTrabajo has issued no regulatory guidance implementing the ruling, leaving its application entirely to case-by-case judicial interpretation.",corte constitucional ruling platform work establish presumption employment app base delivery worker mintrabajo issue regulatory guidance implement ruling leave application entirely case case judicial interpretation,2,critical_media,C027,35,25,39,14,0.359,5,0.1282,2,0.0513,1,0.0256,3,0.0769,1,0.0256,platform work employment worker regulatory leave,6,0.24,2,2,1,1,0,0
Cuestión Pública found that the 12 largest flower exporters in Cundinamarca and Boyacá — collectively the country's second-largest agricultural export sector — employed over 40 percent of their harvest-season workforce through day-labor arrangements with no social security registration.,cuestión pública find large flower exporter cundinamarca boyacá collectively country second large agricultural export sector employ percent harvest season workforce day labor arrangement social security registration,2,critical_media,C028,38,26,40,14,0.35,2,0.05,4,0.1,2,0.05,4,0.1,2,0.05,labor registration,2,0.0769,0,0,1,0,1,0
"The Unidad Administrativa Especial de Gestión Pensional y Contribuciones Parafiscales has collected fewer than 30 percent of the penalties it has issued to firms for contribution evasion since 2015, reflecting an enforcement architecture with no effective collection mechanism.",unidad administrativa especial de gestión pensional contribuciones parafiscales collect few percent penalty issue firm contribution evasion reflect enforcement architecture effective collection mechanism,2,critical_media,C029,38,22,38,9,0.2368,3,0.0789,2,0.0526,0,0.0,9,0.2368,2,0.0526,contribution,1,0.0455,0,0,0,1,0,0
"In the coffee-growing departments of Caldas, Risaralda, and Quindío, the jornaleo system — daily cash-wage harvest labor — has persisted unchanged for four decades despite successive Ministerio de Agricultura programs nominally designed to improve rural labor formality.",coffee grow department caldas risaralda quindío jornaleo system daily cash wage harvest labor persist unchanged decade despite successive ministerio de agricultura program nominally design improve rural labor formality,2,critical_media,C030,37,28,37,12,0.3243,4,0.1081,4,0.1081,1,0.027,6,0.1622,1,0.027,daily cash wage labor rural labor formality,7,0.25,0,0,1,0,6,0
The Personería de Medellín documented in 2023 that over 60 percent of workers displaced from informal markets by the city's urban renovation projects had not accessed any of the reintegration routes offered by the Alcaldía — because those routes required a formal employment history the workers did not have.,personería de medellín document percent worker displace informal market city urban renovation project access reintegration route offer alcaldía route require formal employment history worker,2,critical_media,C031,49,24,49,12,0.2449,6,0.1224,3,0.0612,0,0.0,4,0.0816,2,0.0408,document worker informal market urban formal employment worker,8,0.3333,3,2,1,0,1,1
Colombia's Estatuto Tributario allows firms to deduct subcontracting costs without requiring evidence that the subcontracted workers are formally employed — a fiscal rule that effectively subsidizes the use of informal labor in supply chains.,colombia estatuto tributario allow firm deduct subcontracting cost require evidence subcontracted worker formally employ fiscal rule effectively subsidize use informal labor supply chain,2,critical_media,C032,34,23,34,10,0.2941,5,0.1471,3,0.0882,2,0.0588,3,0.0882,0,0.0,cost evidence worker informal labor,5,0.2174,1,1,0,0,2,1
"The Defensoría del Pueblo's 2022 report on migrant labor documented that Venezuelan workers in informal construction and domestic service in Bogotá, Cúcuta, and Barranquilla earn on average 28 percent below the informal sector median wage — a gap that benefits employers and undercuts Colombian informal workers simultaneously.",defensoría del pueblo report migrant labor document venezuelan worker informal construction domestic service bogotá cúcuta barranquilla earn average percent informal sector median wage gap benefit employer undercut colombian informal worker simultaneously,2,critical_media,C033,47,31,47,12,0.2553,4,0.0851,8,0.1702,1,0.0213,6,0.1277,2,0.0426,migrant labor document worker informal domestic earn informal wage benefit employer informal worker,13,0.4194,3,3,0,1,5,1
"MinSalud data show that affiliation to the contributory health regime among informal workers fell by 4.1 percentage points between 2020 and 2023, yet the Ministerio de Hacienda has characterized the subsidized regime as an adequate substitute — a characterization the Corte Constitucional has never endorsed.",minsalud datum affiliation contributory health regime informal worker fall percentage point ministerio de hacienda characterize subsidize regime adequate substitute characterization corte constitucional endorse,2,critical_media,C034,45,23,44,11,0.25,5,0.1136,2,0.0455,1,0.0227,6,0.1364,3,0.0682,affiliation health informal worker,4,0.1739,1,1,0,2,0,0
"The labor chapter of the Colombia-US Free Trade Agreement committed Colombia to enforcing its own labor laws, yet a 2021 AFL-CIO complaint to the US Department of Labor documented 47 specific cases of uninvestigated labor rights violations in the flower, banana, and coal sectors.",labor chapter colombia free trade agreement commit colombia enforce labor law afl cio complaint department labor document specific case uninvestigated labor right violation flower banana coal sector,2,critical_media,C035,44,27,46,13,0.2826,3,0.0652,3,0.0652,0,0.0,11,0.2391,2,0.0435,labor labor law labor document labor,6,0.2222,0,0,1,0,4,1
La Silla Vacía's mapping of congressional campaign finance shows that the three legislators who introduced amendments gutting the enforcement provisions of the 2023 labor reform each received contributions from Fenalco-affiliated business associations in the preceding electoral cycle.,la silla vacía mapping congressional campaign finance show legislator introduce amendment gutte enforcement provision labor reform receive contribution fenalco affiliate business association precede electoral cycle,2,critical_media,C036,37,25,39,13,0.3333,6,0.1538,2,0.0513,0,0.0,4,0.1026,2,0.0513,labor reform contribution,3,0.12,0,0,1,1,1,0
"The ICBF's community mothers program — which provides childcare for over 800,000 children in informal settlement areas — classifies its 65,000 caregivers as contractors rather than employees, a legal fiction that the Corte Constitucional has questioned in two consecutive rulings without legislative correction.",icbf community mother program provide childcare child informal settlement area classify caregiver contractor employee legal fiction corte constitucional question consecutive ruling legislative correction,2,critical_media,C037,43,23,42,13,0.3095,3,0.0714,4,0.0952,1,0.0238,3,0.0714,3,0.0714,informal contractor employee,3,0.1304,1,2,0,0,0,0
"In Cartagena's tourism corridor, hotel and hospitality chains operating under the Sociedad de Activos Especiales concession framework have systematically outsourced cleaning and food service roles to staffing cooperatives — a structure that places over 12,000 workers outside the direct employment protections the concession contracts nominally require.",cartagena tourism corridor hotel hospitality chain operate sociedad de activos especiales concession framework systematically outsource cleaning food service role staff cooperative structure place worker outside direct employment protection concession contract nominally require,2,critical_media,C038,46,32,46,17,0.3696,6,0.1304,1,0.0217,2,0.0435,4,0.087,1,0.0217,food cooperative worker employment protection contract,6,0.1875,1,2,1,1,1,0
"The Agencia Pública de Empleo — Colombia's public job placement service — directed fewer than 3 percent of its placements to informal workers seeking formal employment transitions in 2022, according to its own annual management report.",agencia pública de empleo colombia public job placement service direct few percent placement informal worker seek formal employment transition accord annual management report,2,critical_media,C039,36,23,35,10,0.2857,3,0.0857,6,0.1714,0,0.0,5,0.1429,2,0.0571,job informal worker formal employment,5,0.2174,3,1,1,0,0,0
"Cuestión Pública documented that the Ministerio del Trabajo approved 14 collective agreements between 2018 and 2022 that explicitly excluded temporary and subcontracted workers from their wage and benefit provisions — agreements affecting over 80,000 workers in manufacturing and logistics.",cuestión pública document ministerio del trabajo approve collective agreement explicitly exclude temporary subcontract worker wage benefit provision agreement affect worker manufacturing logistic,2,critical_media,C040,39,22,38,9,0.2368,5,0.1316,2,0.0526,1,0.0263,5,0.1316,4,0.1053,document worker wage benefit worker,5,0.2273,0,2,0,1,1,1
"The Fondo Nacional de Garantías has extended credit guarantee lines to over 200,000 microenterprises since 2015, but its eligibility criteria require RUT registration and two years of formal tax filings — conditions that exclude the majority of informal microentrepreneurs the program claims to serve.",fondo nacional de garantías extend credit guarantee line microenterprise eligibility criterion require rut registration year formal tax filing condition exclude majority informal microentrepreneur program claim serve,2,critical_media,C041,44,26,43,14,0.3256,4,0.093,3,0.0698,0,0.0,4,0.093,3,0.0698,guarantee registration formal informal,4,0.1538,1,0,2,1,0,0
"In Cali's Aguablanca district, where youth informality exceeds 78 percent, the Alcaldía's employment generation strategy allocated 85 percent of its 2023 budget to attracting formal sector investment rather than supporting transition pathways for workers already in the informal economy.",cali aguablanca district youth informality exceed percent alcaldía employment generation strategy allocate percent budget attract formal sector investment support transition pathway worker informal economy,2,critical_media,C042,39,24,41,15,0.3659,4,0.0976,2,0.0488,2,0.0488,3,0.0732,3,0.0732,youth informality employment formal worker informal,6,0.25,3,1,1,0,1,0
The Corte Suprema de Justicia's labor chamber issued 23 rulings between 2019 and 2023 declaring that workers in cooperative labor arrangements were in fact employees of the contracting firm — yet the cooperativa de trabajo asociado model remains legally available and widely used.,corte suprema de justicia labor chamber issue ruling declare worker cooperative labor arrangement fact employee contracting firm cooperativa de trabajo asociado model remain legally available widely,2,critical_media,C043,43,26,43,12,0.2791,4,0.093,2,0.0465,2,0.0465,7,0.1628,3,0.0698,labor worker cooperative labor employee,5,0.1923,0,3,0,0,2,0
"Colombia's Plan Nacional de Desarrollo 2022–2026 includes 14 separate targets related to labor formalization, none of which is backed by a dedicated budget line in the Marco de Gasto de Mediano Plazo, according to the Contraloría's fiscal sustainability analysis.",colombia plan nacional de desarrollo include separate target relate labor formalization back dedicated budget line marco de gasto de mediano plazo accord contraloría fiscal sustainability analysis,2,critical_media,C044,39,26,41,8,0.1951,4,0.0976,3,0.0732,0,0.0,12,0.2927,2,0.0488,labor formalization,2,0.0769,0,0,1,0,1,0
"The Ministerio de Comercio's Fábricas de Productividad program has assisted over 3,000 microenterprises since 2019, but its own impact evaluations show no statistically significant effect on formal employment levels in participating firms.",ministerio de comercio fábricas de productividad program assist microenterprise impact evaluation statistically significant effect formal employment level participate firm,2,critical_media,C045,32,19,33,8,0.2424,3,0.0909,3,0.0909,1,0.0303,5,0.1515,2,0.0606,impact formal employment,3,0.1579,1,0,1,0,0,1
DANE's Gran Encuesta Integrada de Hogares defines informal employment using firm size as a primary proxy — a methodological choice that classifies workers in large informal firms as formal and understates the actual informality rate by an estimated 6 to 8 percentage points.,dane gran encuesta integrada de hogares define informal employment firm size primary proxy methodological choice classify worker large informal firm formal understate actual informality rate estimate percentage point,2,critical_media,C046,43,28,43,10,0.2326,5,0.1163,8,0.186,0,0.0,5,0.1163,2,0.0465,dane informal employment worker informal formal informality,7,0.25,4,2,1,0,0,0
The Procuraduría General opened a disciplinary investigation in 2022 against three regional labor directors for systematically archiving labor complaints from domestic workers without investigation — a pattern the Procuraduría described as institutional abandonment of a structurally vulnerable population.,procuraduría general open disciplinary investigation regional labor director systematically archiving labor complaint domestic worker investigation pattern procuraduría describe institutional abandonment structurally vulnerable population,2,critical_media,C047,38,23,37,10,0.2703,2,0.0541,6,0.1622,2,0.0541,3,0.0811,2,0.0541,labor labor domestic worker,4,0.1739,0,1,0,0,3,0
"Asocaña, the Colombian sugarcane growers association, has resisted every labor ministry attempt to regulate the cortero de caña harvest labor system since 2005, maintaining a piece-rate payment structure that the ILO has classified as incompatible with minimum wage guarantees.",asocaña colombian sugarcane grower association resist labor ministry attempt regulate cortero de caña harvest labor system maintain piece rate payment structure ilo classify incompatible minimum wage guarantee,2,critical_media,C048,39,27,40,17,0.425,4,0.1,3,0.075,0,0.0,2,0.05,1,0.025,labor ministry labor ilo wage guarantee,6,0.2222,0,2,0,1,3,0
The UGPP's 2023 evasion report estimated that informal wage underreporting costs the pension system 8.7 trillion pesos annually — a figure equivalent to the entire annual budget of Colpensiones — yet no government has proposed criminal liability for systematic contribution evasion.,ugpp evasion report estimate informal wage underreporte cost pension system trillion peso annually figure equivalent entire annual budget colpensiones government propose criminal liability systematic contribution evasion,2,critical_media,C049,41,26,40,13,0.325,3,0.075,6,0.15,1,0.025,2,0.05,3,0.075,informal wage cost pension government contribution,6,0.2308,1,1,0,2,2,0
"In Bogotá's wholesale market — Corabastos — over 11,000 informal workers load, sort, and distribute produce daily under arrangements that have survived unchanged since the market's founding in 1972, despite three decades of formalization decrees that explicitly named the market as a priority target.",bogotá wholesale market corabasto informal worker load sort distribute produce daily arrangement survive unchanged market founding despite decade formalization decree explicitly name market priority target,2,critical_media,C050,44,25,44,14,0.3182,4,0.0909,3,0.0682,2,0.0455,1,0.0227,3,0.0682,market informal worker daily market formalization decree market,8,0.32,4,1,2,0,1,0
"The Ministerio del Trabajo's 2022 labor inspection plan identified 1,200 priority firms for compliance audits based on informality risk indicators — yet the ministry's own execution report shows that fewer than 340 audits were completed by year's end due to inspector vacancy rates above 35 percent.",ministerio del trabajo labor inspection plan identify priority firm compliance audits base informality risk indicator ministry execution report show few audit complete year end inspector vacancy rate percent,2,critical_media,C051,46,28,48,20,0.4167,4,0.0833,2,0.0417,0,0.0,3,0.0625,4,0.0833,labor compliance informality ministry inspector,5,0.1786,1,2,1,0,1,0
"Colombia's pension system reform, as proposed by the Petro government, would redirect contributions from private AFPs to Colpensiones for workers earning below three minimum wages — a measure that Asofondos characterized as expropriation while ANIF projected it would reduce long-term pension coverage for informal workers.",colombia pension system reform propose petro government redirect contribution private afps colpensiones worker earn minimum wage measure asofondo characterize expropriation anif project reduce long term pension coverage informal worker,2,critical_media,C052,45,29,46,15,0.3261,6,0.1304,4,0.087,0,0.0,4,0.087,1,0.0217,pension reform government contribution worker earn wage pension coverage informal worker,11,0.3793,1,3,1,4,2,0
"La Silla Vacía found that the seven departmental governments with the highest rural informality rates — Chocó, Vichada, Guainía, Vaupés, Amazonas, La Guajira, and Córdoba — received a combined total of 1.1 percent of MinTrabajo's 2022 formalization program budget.",la silla vacía find seven departmental government high rural informality rate chocó vichada guainía vaupés amazonas la guajira córdoba receive combine total percent mintrabajo formalization program budget,2,critical_media,C053,39,27,38,8,0.2105,3,0.0789,3,0.0789,0,0.0,12,0.3158,3,0.0789,government rural informality formalization,4,0.1481,1,1,1,0,1,0
The Contraloría General's 2021 special report on rural labor found that 91 percent of agricultural day laborers in the departments audited had never been visited by a MinTrabajo inspector — a figure the ministry disputed without providing alternative data.,contraloría general special report rural labor find percent agricultural day laborer department audit visit mintrabajo inspector figure ministry dispute provide alternative datum,2,critical_media,C054,39,22,39,10,0.2564,5,0.1282,4,0.1026,1,0.0256,3,0.0769,2,0.0513,rural labor inspector ministry,4,0.1818,0,2,0,0,2,0
Cuestión Pública documented that seven of the fifteen largest outsourcing firms awarded public contracts by the Agencia Nacional de Infraestructura between 2018 and 2022 had active UGPP penalties for contribution base underreporting at the time of contract award.,cuestión pública document seven large outsourcing firm award public contract agencia nacional de infraestructura active ugpp penalty contribution base underreporte time contract award,2,critical_media,C055,38,23,38,8,0.2105,4,0.1053,4,0.1053,0,0.0,6,0.1579,4,0.1053,document contract contribution contract,4,0.1739,0,0,2,1,0,1
"The Defensoría del Pueblo's regional office in Bucaramanga received 847 labor complaints from informal workers in 2022, of which 94 percent were referred to MinTrabajo for investigation — and 89 percent of those referrals produced no documented response within the statutory 30-day window.",defensoría del pueblo regional office bucaramanga receive labor complaint informal worker percent refer mintrabajo investigation percent referral produce document response statutory day window,2,critical_media,C056,43,23,44,11,0.25,4,0.0909,3,0.0682,0,0.0,5,0.1136,5,0.1136,labor informal worker document statutory,5,0.2174,1,1,1,0,1,1
In Colombia's cut-flower sector — the world's second-largest exporter — the use of fixed-term contracts renewed in cycles shorter than 90 days has allowed growers to avoid severance obligations continuously since Ley 50 of 1990 created the legal mechanism to do so.,colombia cut flower sector world second large exporter use fix term contract renew cycle short day allow grower avoid severance obligation continuously ley create legal mechanism,2,critical_media,C057,42,26,45,13,0.2889,7,0.1556,3,0.0667,3,0.0667,2,0.0444,3,0.0667,contract severance obligation,3,0.1154,0,0,2,1,0,0
The Banco de la República's 2023 labor market report notes a positive correlation between economic growth and formal employment creation but attributes no causal mechanism — a framing that avoids the institutional and regulatory determinants of informality that lie outside the central bank's mandate.,banco de la república labor market report note positive correlation economic growth formal employment creation attribute causal mechanism framing avoid institutional regulatory determinant informality lie outside central bank mandate,2,critical_media,C058,44,29,45,13,0.2889,4,0.0889,7,0.1556,0,0.0,4,0.0889,1,0.0222,labor market formal employment regulatory informality mandate,7,0.2414,3,0,3,0,1,0
MinTrabajo's register of sanctioned firms for labor rights violations has been publicly inaccessible since a 2021 platform migration — a technical failure that has effectively suspended reputational accountability for employers with documented histories of informal employment abuse.,mintrabajo register sanctioned firm labor right violation publicly inaccessible platform migration technical failure effectively suspend reputational accountability employer document history informal employment abuse,2,critical_media,C059,37,23,37,13,0.3514,2,0.0541,5,0.1351,2,0.0541,1,0.027,1,0.027,register labor platform accountability employer document informal employment,8,0.3478,2,2,1,0,1,2
The structural persistence of labor informality in Colombia across five consecutive governments of different political orientations is not evidence of policy failure — it is evidence of policy success for the economic actors whose cost structures depend on the regulatory gap that informality provides.,structural persistence labor informality colombia consecutive government different political orientation evidence policy failure evidence policy success economic actor cost structure depend regulatory gap informality provide,2,critical_media,C060,44,25,43,16,0.3721,2,0.0465,6,0.1395,0,0.0,1,0.0233,1,0.0233,structural labor informality government evidence policy evidence policy cost regulatory informality,11,0.44,2,1,3,0,2,3
